RepName,length,RPKM (0h),t1/2 (h)
NM_032558,3312,23.48,7.14
NM_019592,3970,12.98,7.14
NM_005550,3366,31.94,7.14
NM_000088,5927,19.05,7.14
NM_019013,1483,30.26,7.14
NM_003129,2989,27.25,7.15
NM_022756,2167,25.38,7.16
NM_006297,2083,16.07,7.16
NM_138785,1143,8.69,7.16
NM_006876,2077,12.17,7.16
NM_175610,7171,10.24,7.16
NM_001037582,3030,12.26,7.16
NM_080875,3250,17.58,7.17
NM_032656,4563,34.18,7.17
NM_022916,2628,19.46,7.17
NM_022463,3004,15.99,7.17
NM_001358,3019,102.4,7.17
NM_014681,4461,39.07,7.17
NM_024578,1124,4.45,7.17
NM_052897,4214,5.95,7.18
NM_054027,4086,58.34,7.2
NM_182551,5077,10.54,7.2
NM_018246,3653,13.68,7.2
NM_003196,1586,1.63,7.2
NM_014455,1629,15.04,7.2
NM_017827,2067,19.19,7.2
NM_001035005,1143,3.45,7.2
NM_000629,6099,3.62,7.2
NM_153215,1526,11.57,7.2
NM_207337,1979,1.46,7.2
NM_152237,2963,15.27,7.2
NM_152906,2291,6.1,7.2
NM_015432,6826,11.55,7.2
NM_019023,2390,29.88,7.2
NM_000421,2145,3.23,7.2
NM_144683,1955,14.41,7.2
NM_016359,2288,50.49,7.2
NM_024038,945,35.84,7.22
NM_017546,2590,22.32,7.23
NM_003818,2711,11.46,7.23
NM_018715,4114,133.89,7.23
NM_005839,3952,23.61,7.23
NM_006232,821,60.65,7.23
NM_022833,4007,153.34,7.23
NM_006896,2018,1.14,7.23
NM_005801,1326,74.02,7.23
NM_005438,1693,6.78,7.23
NM_012123,2961,13.98,7.24
NM_024519,4088,11.96,7.24
NM_144765,2634,1.94,7.24
NM_012403,705,2.18,7.24
NM_001013442,847,1.13,7.25
NM_022912,3856,1.35,7.25
NM_032312,1891,5.05,7.25
NM_199368,3189,46.54,7.25
NM_007254,1745,11.72,7.25
NM_005886,2661,19.11,7.25
NM_030639,4004,1.44,7.25
NM_017840,1217,38.29,7.25
NM_004263,4293,4.53,7.26
NM_080594,2038,85.9,7.26
NM_001009555,5193,11.41,7.26
NM_006058,2921,32.64,7.27
NM_022909,1405,5.14,7.27
NM_006463,2417,20.68,7.27
NM_170719,5161,7.36,7.27
NM_016045,2535,57.9,7.27
NM_016281,4188,8.41,7.27
NM_201224,1836,47.3,7.27
NM_198212,3332,3.91,7.27
NM_145040,1039,5.19,7.27
NM_032885,1929,16.4,7.29
NM_153603,2792,11.37,7.29
NM_004237,2372,129.96,7.29
NM_005066,3071,174.59,7.29
NM_006702,4471,8.59,7.29
NM_002898,1997,9.66,7.29
NM_016250,2142,5.98,7.29
NM_024098,1910,119.51,7.29
NM_003768,2486,76.17,7.3
NM_006784,3850,50.31,7.3
NM_003157,3698,7.38,7.3
NM_014445,3181,16.32,7.3
NM_014740,1702,139.78,7.3
NM_005831,3299,13.6,7.3
NM_178276,1907,9.91,7.31
NM_013346,642,115.31,7.31
NM_002766,1728,22.67,7.31
NM_006336,4299,7.92,7.32
NM_005732,5891,5.25,7.33
NM_003400,4830,83.74,7.33
NM_007190,4243,15.64,7.33
NM_018411,4981,43.48,7.33
NM_198584,3564,3.59,7.33
NM_182948,4529,15.38,7.33
NM_007199,2288,2.95,7.33
NM_019082,2499,82.22,7.33
NM_003470,4022,35.22,7.33
NM_004785,1578,50.82,7.33
NM_005229,2828,55.7,7.33
NM_032564,2439,7.95,7.33
NM_006099,2902,23.91,7.35
NM_002676,1210,6.29,7.35
NM_004200,4609,2.65,7.35
NM_213636,1709,93.92,7.36
NM_153818,2094,28.39,7.36
NM_001033520,4489,21.8,7.36
NM_013975,3701,17.1,7.36
NM_014489,2040,21.28,7.36
NM_023015,4538,18.07,7.37
NM_016539,1638,11.78,7.37
NM_015715,2593,1.52,7.37
NM_015143,2393,40.45,7.37
NM_013354,2646,43.08,7.38
NM_023075,2806,6.7,7.38
NM_017437,5041,32.05,7.38
NM_032335,4772,8.51,7.38
NM_018081,1834,23.41,7.38
NM_000076,1511,14.87,7.39
NM_001040202,3739,5.78,7.39
NM_003521,446,19.88,7.4
NM_001981,5220,11.81,7.4
NM_182661,4457,25.51,7.4
NM_001042423,2054,244.16,7.4
NM_194255,3263,23.87,7.41
NM_030881,4761,60.17,7.41
NM_002855,5493,5.2,7.41
NM_012316,3984,37.88,7.41
NM_144652,1631,1.71,7.42
NM_018237,3858,29.82,7.43
NM_005119,3610,75.42,7.43
NM_005875,1014,9.6,7.43
NM_006321,4081,37.69,7.43
NM_005746,4593,16.32,7.43
NM_014891,2383,38.27,7.43
NM_015005,6568,15.76,7.43
NM_002428,4456,4.97,7.43
NM_003168,1499,44.29,7.43
NM_012318,3907,62.22,7.43
NM_173526,1754,1.97,7.44
NM_004423,5062,17,7.45
NM_015679,1439,54.66,7.45
NM_001033873,1087,9.22,7.45
NM_001543,7913,20.49,7.45
NM_001269,2532,130.56,7.45
NM_015540,4698,16.59,7.45
NM_012247,2612,31.18,7.47
NM_000319,3215,30.44,7.47
NM_015213,4965,33.24,7.47
NM_005851,1397,13.67,7.47
NM_080670,2676,24.92,7.47
NM_018256,1720,74.4,7.48
NM_004622,3408,30.36,7.48
NM_152274,1257,15.88,7.48
NM_017914,886,29.18,7.48
NM_018607,2205,4.28,7.5
NM_176812,1685,36.14,7.5
NM_030974,1765,14.48,7.5
NM_016486,1475,10.46,7.5
NM_007165,1678,25.53,7.5
NM_015869,1920,23.82,7.5
NM_033000,4537,24.03,7.5
NM_012448,5171,16.59,7.5
NM_005374,4412,10.65,7.5
NM_005343,1143,11.05,7.5
NM_152264,2339,19.76,7.5
NM_015465,4527,53.21,7.52
NM_007265,2200,19.6,7.52
NM_014674,6072,6.51,7.52
NM_018466,1358,7.03,7.52
NM_015535,2355,28.73,7.53
NM_006739,2548,16.13,7.53
NM_017807,1547,13.53,7.53
NM_004724,2900,7.55,7.53
NM_139178,1520,7.48,7.53
NM_001034194,1644,22.65,7.53
NM_014601,3517,23.21,7.53
NM_003246,5820,7.34,7.53
NM_003162,3479,7.32,7.54
NM_145330,528,13.14,7.56
NM_015285,7282,2.7,7.56
NM_004656,3599,35.37,7.56
NM_138815,1395,1.86,7.56
NM_006070,2098,56.44,7.56
NM_207293,6404,30.59,7.56
NM_144600,2252,10.45,7.56
NM_033630,916,6.84,7.57
NM_024779,2937,23.89,7.57
NM_004687,5840,21.66,7.57
NM_002264,6887,27.45,7.58
NM_014296,4385,7.79,7.58
NM_004170,3730,4.6,7.58
NM_145080,1079,13.23,7.58
NM_001031738,1527,5.74,7.59
NM_005082,5744,35,7.59
NM_007173,3750,61.56,7.59
NM_006000,1514,158.22,7.6
NM_207370,2684,1.65,7.6
NM_020175,2078,36.31,7.6
NM_052859,2810,7.55,7.6
NM_001024934,3230,12.81,7.6
NM_025154,3840,30.26,7.6
NM_138701,1084,13.26,7.61
NM_015670,2499,76.01,7.61
NM_020432,4802,8.54,7.62
NM_020313,2106,60.99,7.62
NM_001012759,1740,13.2,7.62
NM_001587,5165,12.53,7.62
NM_174955,4857,2.99,7.62
NM_033315,3157,18.49,7.62
NM_004855,2227,6.15,7.62
NM_001003897,1385,46.89,7.64
NM_001626,1715,105.24,7.64
NM_002537,1906,42.89,7.64
NM_022060,2543,45.54,7.65
NM_016095,1182,19.01,7.65
NM_006185,7182,47.93,7.65
NM_001655,3916,61.49,7.65
NM_006651,2200,1.49,7.66
NM_020830,4607,16.13,7.67
NM_001025603,3618,43.13,7.67
NM_033467,2850,3.38,7.67
NM_014766,5228,32.03,7.67
NM_016457,2883,10.5,7.68
NM_138780,2193,6.37,7.68
NM_004252,2000,84.79,7.68
NM_001069,1621,4.46,7.69
NM_001040455,3919,3,7.69
NM_013392,2212,34.38,7.7
NM_020414,2967,147.65,7.7
NM_032195,8412,30.45,7.72
NM_006148,3846,110.92,7.72
NM_004102,1097,5.8,7.73
NM_203486,2359,4.33,7.73
NM_021932,2714,34.28,7.73
NM_052827,2328,75.16,7.74
NM_001034,2500,50.34,7.76
NM_001759,6480,1.11,7.76
NM_001077241,2286,1.51,7.77
NM_004740,2110,4.11,7.79
NM_001012980,1616,2.44,7.82
NM_198282,1714,12.49,8
NM_004661,3160,24.52,8
NM_080656,1217,288.2,8
NM_053000,1017,24.1,8
NM_016604,6830,24.24,8
NM_024563,2896,38.62,8
NM_139267,3385,128.65,8
NM_007315,4157,26.6,8
NM_001430,5186,68.76,8
NM_173355,2236,2.37,8
NM_020909,6567,1.64,8
NM_004521,3688,46.55,8
NM_016567,2338,32.32,8
NM_004193,6376,13.24,8
NM_017452,3688,41.74,8
NM_001048226,1504,9.17,8
NM_015356,5276,25.46,8
NM_001001795,1979,5.5,8
NM_004462,2115,75.29,8
NM_022089,3840,8.79,8
NM_018198,3199,49.02,8
NM_001001998,2834,46.96,8
NM_199342,684,5.07,8
NM_018072,6791,20.76,8
NM_007221,1082,78.04,8
NM_201569,5846,44.59,8
NM_022746,2043,109.31,8
NM_014921,7886,8.49,8
NM_003025,2460,59.99,8
NM_001492,2558,4.48,8
NM_021267,2558,4.48,8
NM_003370,2298,64.13,8
NM_018028,4543,28.53,8
NM_004949,5186,1.07,8
NM_017947,2729,33.2,8
NM_014268,2578,25.86,8
NM_001535,2249,18.62,8
NM_018075,2743,10.9,8
NM_000097,2714,4.37,8
NM_022461,3113,3.65,8
NM_018184,3008,16.39,8
NM_198679,6204,22.35,8
NM_032593,652,5.32,8
NM_014286,4341,71.41,8
NM_024072,4401,31.12,8
NM_003153,3993,57.94,8
NM_002205,4267,26.87,8
NM_007007,3426,42.73,8
NM_014503,9017,8.21,8
NM_018656,2347,4.72,8
NM_032814,1763,8.97,8
NM_017988,3818,6.36,8
NM_014246,11389,6.31,8
NM_024105,2387,13.62,8
NM_015264,6287,30.93,8
NM_002883,3040,72.67,8
NM_004175,1385,31.98,8
NM_001098,2744,41.15,8
NM_030666,1310,22.61,8
NM_031922,3565,9.77,8
NM_152734,6751,13.29,8
NM_012453,3041,45.95,8
NM_003302,1762,127.96,8
NM_018238,2794,13.33,8
NM_015379,798,29.14,8
NM_002632,1758,2.08,8
NM_014977,4935,56.52,8
NM_032374,2497,8.85,8
NM_002528,1097,25.59,8
NM_018332,2918,20.14,8
NM_033201,2032,9.49,8
NM_020312,1638,35.17,8
NM_012320,2764,11.69,8
NM_003688,3122,16.53,8
NM_018196,2836,5.51,8
NM_003828,2732,33.63,8
NM_001654,2466,49.94,8
NM_007294,7388,3.25,8
NM_020795,4642,7.4,8
NM_015531,6036,7.16,8
NM_030792,3503,2.8,8
NM_003311,937,21.93,8
NM_005387,6850,60.78,8
NM_003139,2958,38.99,8
NM_001006944,3149,48.15,8
NM_001048218,2667,45.85,8
NM_014659,5565,2.65,8
NM_005657,6266,17.91,8
NM_005159,3693,1.04,8
NM_014547,2130,26.55,8
NM_000745,2468,7.15,8
NM_182662,2326,15.93,8
NM_014822,3988,20.4,8
NM_032927,1750,1.54,8
NM_003703,2939,37.5,8
NM_014278,3284,15.8,8
NM_003051,3927,114.01,8.11
NM_018593,2488,3.72,8.11
NM_133451,3854,32.35,8.11
NM_012097,3169,5.17,8.12
NM_206996,7111,4.39,8.12
NM_178427,4846,18.16,8.13
NM_015257,5388,12.05,8.13
NM_016059,1723,38.31,8.13
NM_005030,2204,133.48,8.13
NM_018221,2543,32.71,8.13
NM_020448,5297,8.23,8.13
NM_018108,3507,26.41,8.13
NM_152623,2946,9.79,8.13
NM_006464,6345,47.78,8.13
NM_004504,4878,12.62,8.13
NM_012233,4179,14.24,8.13
NM_030918,7085,18.83,8.13
NM_001006109,1809,24.53,8.13
NM_004612,6475,18.2,8.13
NM_145752,1905,62.32,8.13
NM_016125,2031,3.75,8.13
NM_015463,1697,1.3,8.14
NM_017634,3353,6.61,8.14
NM_199205,4031,81.07,8.14
NM_018339,2712,10.21,8.14
NM_016038,1605,46.66,8.14
NM_001755,3181,32.43,8.14
NM_003115,2323,35.81,8.14
NM_032933,2994,10.31,8.14
NM_004401,3408,15.14,8.15
NM_013293,1852,35.75,8.15
NM_024096,1143,45.17,8.15
NM_001015047,2129,32.5,8.15
NM_003999,4171,13.51,8.15
NM_003124,1438,64.03,8.16
NM_005481,2952,8.17,8.16
NM_005035,3800,26.97,8.16
NM_138777,1787,37.96,8.16
NM_206855,7919,10.62,8.16
NM_002645,5061,5.26,8.16
NM_199053,4561,4.18,8.16
NM_006644,3680,33.88,8.17
NM_170744,3935,1,8.17
NM_020378,1331,4.41,8.17
NM_018128,4890,44.23,8.17
NM_194283,6218,7.27,8.17
NM_003576,4624,24.56,8.17
NM_006462,2715,5.25,8.17
NM_201521,2674,5.44,8.17
NM_004507,2143,22.92,8.17
NM_014377,2212,25.7,8.17
NM_022087,2591,20.52,8.17
NM_001042618,1904,21.84,8.17
NM_000254,7122,7.33,8.18
NM_002740,4878,16.08,8.18
NM_004586,7723,9.47,8.18
NM_203376,1350,1.92,8.19
NM_174908,2454,8.25,8.19
NM_014749,4994,3.67,8.19
NM_033271,1983,33.19,8.19
NM_001412,4431,12.76,8.19
NM_032611,1396,2.55,8.2
NM_014938,5400,11.61,8.2
NM_013235,4764,32.15,8.21
NM_016027,1506,4.74,8.21
NM_004843,3258,18.57,8.21
NM_030914,1348,33.79,8.21
NM_014182,1271,21.86,8.21
NM_003496,12563,14.27,8.21
NM_032271,3676,46,8.21
NM_006800,3564,11.94,8.21
NM_012478,1944,20.55,8.21
NM_001992,3592,1.07,8.22
NM_014188,1319,76.39,8.22
NM_203457,1307,49.69,8.22
NM_153339,1262,38.54,8.22
NM_018998,2387,36.22,8.22
NM_001196,2506,9.7,8.22
NM_001013680,2851,4.12,8.22
NM_018199,2833,8.44,8.22
NM_015399,1455,37.6,8.22
NM_004685,4201,3.88,8.23
NM_138410,1369,8.45,8.23
NM_003901,4701,15.52,8.24
NM_015359,4627,112.35,8.24
NM_206900,2317,1.16,8.24
NM_138763,986,70.87,8.24
NM_018099,2235,2.5,8.24
NM_133336,8390,27.28,8.24
NM_022152,2375,36.85,8.24
NM_031902,1678,43.02,8.25
NM_001040409,2306,84.04,8.25
NM_001020820,3243,11.75,8.25
NM_020898,3003,8.7,8.25
NM_024043,2150,7.76,8.25
NM_001008860,2588,30.17,8.25
NM_002622,1324,40.45,8.26
NM_016131,3521,27.85,8.26
NM_013441,1700,5.61,8.26
NM_014280,1765,20.33,8.27
NM_201636,1785,8.86,8.27
NM_013300,1506,16.4,8.27
NM_006544,8522,4.46,8.27
NM_014216,3197,43.8,8.27
NM_001008397,1398,19.12,8.28
NM_001033026,2754,74.29,8.28
NM_015076,6139,2.38,8.28
NM_152551,4173,10.19,8.28
NM_016147,2484,51.94,8.28
NM_138773,2358,13.66,8.29
NM_002079,1941,30.38,8.29
NM_005526,2156,32.99,8.29
NM_014176,928,32.24,8.29
NM_018188,2611,37.29,8.29
NM_005367,1666,13.9,8.29
NM_005850,1570,56.36,8.3
NM_001005377,1548,38.15,8.31
NM_004206,1519,25.35,8.31
NM_012381,2528,9.77,8.31
NM_138476,731,10.02,8.31
NM_014430,2252,33.25,8.31
NM_015161,2280,106.21,8.32
NM_001826,717,51.95,8.32
NM_032737,4653,100.83,8.32
NM_005766,5028,13.6,8.33
NM_006045,7580,9.71,8.33
NM_006663,3117,3.58,8.33
NM_015160,2097,49.43,8.33
NM_002859,3595,57.18,8.33
NM_005338,7239,8.81,8.33
NM_032569,3732,36.23,8.33
NM_005324,2753,93.18,8.33
NM_014155,2826,13.86,8.33
NM_000320,1550,36.36,8.33
NM_018448,5387,26.3,8.34
NM_000400,2355,21.88,8.35
NM_015926,1601,29.9,8.35
NM_175902,1474,8.64,8.35
NM_018464,925,25.24,8.36
NM_001005855,5871,18.98,8.36
NM_017929,2474,12.55,8.36
NM_015941,2165,9.4,8.38
NM_006090,2251,18.82,8.38
NM_173825,3883,5.19,8.38
NM_001044264,672,27.57,8.38
NM_016026,2538,49.13,8.38
NM_025080,1332,15.21,8.38
NM_007043,3359,11.34,8.38
NM_178587,4167,33.12,8.38
NM_001039091,2518,62.28,8.38
NM_203364,5562,107.59,8.39
NM_030648,7012,30.79,8.39
NM_004336,3486,33.61,8.4
NM_024834,4113,35.88,8.4
NM_017859,1833,29.96,8.4
NM_018492,1899,54.68,8.4
NM_017864,3393,9.81,8.4
NM_004814,1638,87.14,8.4
NM_138340,2040,15.61,8.4
NM_001177,3199,11.31,8.4
NM_017414,2054,2.53,8.4
NM_018725,2072,15.37,8.41
NM_017832,2142,8.92,8.41
NM_020662,3348,12.53,8.41
NM_016066,1170,9.47,8.42
NM_005895,9252,17.83,8.42
NM_015092,15739,7.26,8.42
NM_014899,5566,27.57,8.43
NM_016467,2018,7.12,8.43
NM_007022,1243,12.57,8.43
NM_015140,3353,138.98,8.43
NM_014750,2979,11.11,8.43
NM_006595,3752,20.45,8.43
NM_014741,4043,20.12,8.43
NM_015577,4925,19.63,8.44
NM_080840,3643,10.09,8.44
NM_004819,3984,42.63,8.44
NM_003875,2457,29.81,8.44
NM_001497,4080,156.56,8.44
NM_003863,910,31.7,8.44
NM_017899,1025,3.1,8.44
NM_006086,1736,20.12,8.44
NM_006521,3431,14.87,8.44
NM_017686,2880,10.31,8.46
NM_016352,2807,37.71,8.46
NM_004112,2763,1.36,8.46
NM_198321,5222,16.48,8.46
NM_138357,2978,38.53,8.46
NM_020131,3545,28.31,8.46
NM_018835,2965,21.61,8.46
NM_199000,3191,8.22,8.46
NM_004187,6727,26.96,8.46
NM_017647,2999,61.76,8.46
NM_014632,3934,18.4,8.46
NM_014691,5106,12.15,8.46
NM_024666,2774,31.27,8.46
NM_005471,2285,87.64,8.47
NM_015360,3584,24.85,8.47
NM_023935,1298,28.02,8.47
NM_001025252,4250,14.73,8.47
NM_000386,2417,41.6,8.47
NM_032351,1713,28.56,8.47
NM_017907,1112,49.46,8.47
NM_033551,7280,171.97,8.48
NM_199436,5221,2.47,8.48
NM_173496,5207,1.64,8.48
NM_019590,7385,1.64,8.48
NM_013326,2173,14.56,8.48
NM_005255,4331,27.41,8.48
NM_030805,2416,15.97,8.5
NM_198597,4570,44.18,8.5
NM_006221,997,21,8.5
NM_017613,2189,8.1,8.5
NM_147173,1060,5.91,8.5
NM_001017981,1922,2.3,8.5
NM_002513,1038,12.63,8.5
NM_001545,888,18.25,8.5
NM_003977,1244,40.73,8.5
NM_015697,1554,26.2,8.5
NM_000084,3173,3.58,8.51
NM_007066,1458,2.44,8.52
NM_001007254,5721,11.01,8.52
NM_006714,1759,1.53,8.52
NM_022750,3805,7.78,8.52
NM_152716,3636,24.57,8.52
NM_017895,2657,41.66,8.52
NM_018313,7545,9.38,8.52
NM_002388,3143,48.82,8.52
NM_145213,2569,24.6,8.53
NM_001631,2516,17.56,8.53
NM_203298,566,20.28,8.53
NM_017813,2438,24.34,8.53
NM_003418,1500,217.94,8.53
NM_001006620,3395,35.08,8.53
NM_014063,2147,27.91,8.53
NM_015382,8974,14.98,8.53
NM_004313,1936,19.29,8.53
NM_080392,2158,80.68,8.55
NM_019086,2882,5.48,8.55
NM_005245,14773,22.58,8.55
NM_001328,2483,99.97,8.55
NM_004736,4546,11.1,8.55
NM_004283,1904,14.39,8.55
NM_001013437,3513,44.89,8.55
NM_018979,7149,40.48,8.55
NM_173470,3704,10.21,8.55
NM_016048,1942,25.49,8.57
NM_001005369,2965,14.22,8.57
NM_003747,9599,7.73,8.57
NM_004095,895,100.61,8.57
NM_015841,6640,83.16,8.57
NM_002482,3396,41.35,8.57
NM_012458,1977,28.9,8.57
NM_001696,1406,20.86,8.57
NM_018473,753,26.26,8.57
NM_016485,3273,14.41,8.57
NM_201268,4354,33.73,8.57
NM_052853,2376,3.57,8.59
NM_033011,2653,1.27,8.6
NM_001010935,1906,24.2,8.6
NM_002340,4225,16.94,8.6
NM_144584,1867,29.77,8.61
NM_014874,4546,81.57,8.61
NM_012264,3587,21.98,8.61
NM_018141,2112,17.54,8.61
NM_002669,1797,22.12,8.61
NM_005190,2321,11.3,8.62
NM_020664,1599,16.96,8.62
NM_024844,2311,43.68,8.62
NM_025232,1731,56.2,8.63
NM_016099,2042,33.69,8.63
NM_020347,3398,1.73,8.63
NM_004569,1439,8.31,8.63
NM_032344,1125,16.29,8.63
NM_002335,5100,21.68,8.63
NM_006493,4080,4.96,8.64
NM_198977,3261,28.67,8.64
NM_002874,4130,85.51,8.64
NM_012117,876,153.81,8.64
NM_014700,4272,5.64,8.64
NM_000033,3616,23.03,8.64
NM_003079,2425,26.86,8.64
NM_015442,2741,15.73,8.65
NM_001039707,2390,95.95,8.65
NM_017917,1843,2.09,8.65
NM_002913,4925,13.2,8.65
NM_018268,2608,6.8,8.67
NM_013247,2550,27.02,8.67
NM_032373,7179,3.44,8.67
NM_006571,1044,42.98,8.67
NM_022831,2485,7.6,8.67
NM_015172,10394,29,8.67
NM_001645,464,6.22,8.67
NM_001848,4246,6.36,8.67
NM_016141,2487,18.12,8.67
NM_173813,2694,1.54,8.67
NM_001417,3885,123.82,8.67
NM_014396,4894,6.01,8.67
NM_016445,1479,16.31,8.67
NM_003858,1946,31.34,8.67
NM_080632,2381,7.78,8.67
NM_002024,4362,6.48,8.67
NM_003766,2144,21.24,8.67
NM_005486,2177,15.95,8.67
NM_032353,1122,51.87,8.67
NM_001013703,5532,19,8.67
NM_015137,5149,7.49,8.69
NM_032822,1786,29.5,8.69
NM_004120,2595,1.29,8.69
NM_016312,2690,37.88,8.69
NM_139071,3347,83.54,8.69
NM_004458,5356,12.59,8.69
NM_020440,6160,25.91,8.7
NM_022443,1130,10.15,8.7
NM_002333,2601,7.78,8.71
NM_007283,4617,3.57,8.71
NM_017694,4320,9.13,8.71
NM_018283,2022,10.97,8.71
NM_004358,3701,32.75,8.71
NM_199344,1155,38.26,8.71
NM_006003,1203,25.59,8.71
NM_181578,2483,40.15,8.71
NM_004015,14082,2.94,8.71
NM_002750,1417,19.47,8.73
NM_018230,4170,15.73,8.73
NM_005184,2277,122.54,8.73
NM_020145,2039,35.59,8.73
NM_005556,1753,51.09,8.73
NM_003677,3061,12.04,8.73
NM_006372,2932,69.65,8.73
NM_024884,2064,10.61,8.73
NM_002092,2839,49.56,8.73
NM_031370,2257,58.79,8.73
NM_004453,2124,5.67,8.73
NM_001693,3054,35.07,8.74
NM_025181,2875,12.42,8.74
NM_003902,2884,107.09,8.74
NM_001031800,3032,16.17,8.74
NM_033121,3917,8.47,8.74
NM_003918,3267,2.83,8.74
NM_006554,1589,17.61,8.75
NM_012325,2540,101.03,8.75
NM_144569,3889,1.31,8.75
NM_170711,2274,157.98,8.75
NM_001077181,5589,3.36,8.75
NM_152346,3024,5.93,8.75
NM_016146,1222,23.45,8.75
NM_005789,3228,101.69,8.76
NM_199329,2867,5.35,8.76
NM_020444,2822,41.76,8.77
NM_004730,3653,64.81,8.77
NM_017951,4269,18.42,8.77
NM_001017964,1350,40.68,8.77
NM_020960,6895,17.45,8.77
NM_007260,1648,30.57,8.78
NM_006496,3143,24.07,8.78
NM_173827,4523,1.25,8.78
NM_032485,3710,6.78,8.8
NM_014637,2691,22.09,8.8
NM_005646,5130,4.15,8.8
NM_002238,3208,6.31,8.8
NM_006830,1305,29.8,8.8
NM_002566,1977,4.58,8.8
NM_017660,3504,100.07,8.8
NM_001032394,6948,8.97,8.8
NM_005692,3552,61.03,8.8
NM_001003941,4257,75.72,8.8
NM_004643,3107,71.29,8.8
NM_001042453,3352,25.68,8.8
NM_014389,3393,47.81,8.8
NM_030821,1699,7.95,8.8
NM_002710,2263,63.72,8.82
NM_199229,2492,36.32,8.83
NM_002755,2222,38.78,8.83
NM_177983,2265,63.92,8.83
NM_176794,2188,18.39,8.84
NM_014931,3540,41.25,8.84
NM_012241,2350,1.92,8.84
NM_003377,1172,11.93,8.84
NM_002569,4180,42.85,8.84
NM_020232,1064,30.65,8.85
NM_080927,6093,2.43,8.85
NM_014325,3828,57.43,8.85
NM_006391,3557,83.3,8.85
NM_020062,2296,52.92,8.86
NM_012089,3857,8.9,8.86
NM_003367,1732,47.36,8.86
NM_002721,1563,47.6,8.86
NM_024528,1608,5.69,8.86
NM_004988,1722,23.82,8.86
NM_004104,8481,48.99,8.86
NM_002599,4240,65.46,8.86
NM_003477,2365,28.73,8.86
NM_002250,2240,8.95,8.86
NM_005436,5702,33.73,8.87
NM_004957,2487,45.05,8.87
NM_001325,2027,30.51,8.87
NM_020751,3442,3.39,8.88
NM_025150,2390,21.92,8.88
NM_005628,2856,138.02,8.88
NM_152924,9085,5.39,8.88
NM_007057,2002,83.4,8.89
NM_183385,1157,11.92,8.89
NM_002862,4131,20.69,8.89
NM_012090,19271,7.06,8.89
NM_024710,1149,26.79,8.89
NM_004461,1807,175.89,8.89
NM_004704,1588,42.9,8.89
NM_001006947,5195,4.79,8.89
NM_016495,1147,4.54,8.89
NM_015439,1504,5.19,8.89
NM_004581,2218,11.05,8.89
NM_001015052,1305,9.38,8.89
NM_001014449,1831,9.27,8.89
NM_001040025,1207,11.19,8.89
NM_144645,845,1.01,8.9
NM_014369,2837,3.02,8.9
NM_002355,2454,53.6,8.9
NM_016107,4746,48.52,8.91
NM_199483,1091,117.83,8.91
NM_000052,8122,4.03,8.91
NM_001035004,2424,3.93,8.91
NM_005733,2972,105.06,8.92
NM_013238,2792,5.01,8.92
NM_022362,3504,28.01,8.92
NM_005826,2663,101.62,8.92
NM_144691,3129,5.45,8.92
NM_004629,2649,27.58,8.92
NM_145030,961,8.63,8.92
NM_002139,2078,87.08,8.92
NM_018127,2997,50.04,8.92
NM_001168,2724,98.68,8.92
NM_003715,3980,9.43,8.92
NM_018559,1431,2.9,8.94
NM_000505,2048,4.66,8.94
NM_173514,2463,8.81,8.94
NM_020475,8300,1.02,8.94
NM_024654,2837,26.02,8.94
NM_182513,2294,17.16,8.94
NM_173618,1185,53.67,8.94
NM_001013625,774,9.34,8.95
NM_018374,6456,1.11,8.95
NM_030813,3131,44.94,8.96
NM_025155,1585,18.99,8.96
NM_014763,7827,11.8,8.97
NM_020342,5231,10.33,8.97
NM_172236,5249,67.5,8.97
NM_145043,2661,17.98,8.97
NM_007198,3012,10.57,8.97
NM_002577,5802,16.68,8.97
NM_002726,2849,23.51,8.97
NM_003630,1979,7.06,8.97
NM_032357,1644,16.08,8.97
NM_181699,5587,12.85,8.97
NM_006049,785,33.31,8.97
NM_183079,2483,14.8,8.97
NM_014672,2684,22.69,8.97
NM_013232,1151,253.66,9
NM_032813,2622,2.68,9
NM_001839,2045,22.65,9
NM_194442,3806,44.53,9
NM_014704,3770,10.21,9
NM_001255,1686,149.12,9
NM_030973,2335,12.35,9
NM_002856,2869,10.02,9
NM_001319,2446,44.55,9
NM_006938,1614,28.16,9
NM_173659,1218,32.79,9
NM_020839,3705,10.28,9
NM_015481,2421,4.14,9
NM_024078,1682,19.04,9
NM_014028,4467,2.2,9
NM_001010853,4708,8.52,9
NM_016230,2259,9.01,9
NM_006303,1236,53.09,9
NM_015328,5052,7.79,9
NM_001919,1043,18.32,9
NM_001287,3760,8.8,9
NM_001520,7106,37.92,9
NM_024311,2538,1.82,9
NM_002949,1052,44.03,9
NM_006848,1277,29.09,9
NM_180990,1289,20.58,9.03
NM_012402,2596,59.96,9.03
NM_012426,4357,72.01,9.04
NM_175859,3947,6.55,9.04
NM_018982,1876,6.37,9.04
NM_006357,1559,15.97,9.05
NM_145243,1928,1.55,9.05
NM_003249,2568,53.97,9.05
NM_020755,3144,21.3,9.05
NM_000116,1934,5.63,9.05
NM_033407,7063,2.6,9.07
NM_018116,2446,6.82,9.07
NM_017554,6903,1.85,9.07
NM_022098,3060,2.26,9.07
NM_022044,876,11.11,9.07
NM_080881,3383,73.97,9.08
