seqnames,start,end,width,strand,count,name,exon,intron,utr5,utr5.,utr3,utr3.,intergenic,mirna,annot,target_gene,hvak.hva.padj,hvak.hva.log2FC,seed.8mer,seed.7m8,seed.7A1,seed.6mer,target_Ensembl_ID,target_Uniprot_ID,target_Entrez_ID
chr3,35789565,35789625,61,+,13838,peak84303,Atp11b,NA,NA,NA,NA,NA,FALSE,NA,exon,Atp11b,0.9920295582154838,0.008495545940990947,miR-200-3p/429-3p,miR-182-5p,NA,miR-96-5p,ENSMUSG00000037400,Q6ZQ17,76295
chr3,35828616,35828678,63,+,6769,peak84322,Atp11b,NA,NA,NA,NA,NA,FALSE,NA,exon,Atp11b,0.2029538583099808,0.8805648698382271,miR-29-3p,miR-185-5p,NA,miR-21-3p,ENSMUSG00000037400,Q6ZQ17,76295
chr3,35839732,35839787,56,+,17597,peak84330,NA,Atp11b,NA,NA,NA,NA,FALSE,NA,intron,Atp11b,0.5476075964149216,0.3750158037826405,NA,miR-29-3p,NA,miR-30a-3p/30d-3p/30e-3p,ENSMUSG00000037400,Q6ZQ17,76295
chr3,36947881,36947932,52,+,84411,peak84358,RP23-243E17.1,NA,NA,NA,RP23-243E17.1,RP23-243E17.1,FALSE,NA,utr3,RP23-243E17.1,0.6304028462525141,0.34768572653365953,miR-194-5p,miR-15-5p/16-5p/195-5p/322-5p/497-5p,NA,"miR-103-3p/107-3p, miR-484",NA,"NA",NA
chr3,36967109,36967161,53,+,17757,peak84365,RP23-243E17.1,RP23-243E17.1,NA,NA,NA,NA,FALSE,NA,exon,RP23-243E17.1,0.06002387576501597,1.2664547675556184,NA,"miR-7-5p, miR-501-5p, miR-148-3p/152-3p",NA,"miR-362-5p, miR-130-3p/301-3p",NA,"NA",NA
chr3,36969163,36969221,59,+,7472,peak84366,RP23-243E17.1,NA,NA,NA,NA,NA,FALSE,NA,exon,RP23-243E17.1,0.11119822267953611,1.1144888726799291,miR-15-5p/16-5p/195-5p/322-5p/497-5p,miR-103-3p/107-3p,NA,NA,NA,"NA",NA
chr3,37052782,37052848,67,+,9696,peak84378,RP23-243E17.1,NA,NA,NA,RP23-243E17.1,NA,FALSE,NA,utr3,RP23-243E17.1,0.3926428735503788,0.5659284444738087,"miR-25-3p/32-5p/92-3p/363-3p/367-3p, miR-27-3p",NA,"miR-103-3p/107-3p, miR-200-3p/429-3p",NA,NA,"NA",NA
chr3,51416081,51416144,64,+,7404,peak84428,Naa15,NA,Naa15,Naa15,NA,NA,FALSE,NA,utr5,Naa15,0.9671608567593282,-0.03308778793836925,NA,NA,NA,NA,ENSMUSG00000063273,Q80UM3,74838
chr3,51431148,51431198,51,+,5551,peak84431,NA,Naa15,NA,NA,NA,NA,FALSE,NA,intron,Naa15,0.6947263656519004,-0.2418894320077761,NA,NA,miR-26-5p,NA,ENSMUSG00000063273,Q80UM3,74838
chr3,51470093,51470147,55,+,21015,peak84442,Naa15,NA,NA,NA,NA,NA,FALSE,NA,exon,Naa15,0.5090449540731629,0.49442821230557643,miR-200-3p/429-3p,NA,NA,NA,ENSMUSG00000063273,Q80UM3,74838
chr3,51669040,51669099,60,+,4143,peak84453,NA,Mgst2,NA,NA,NA,NA,FALSE,NA,intron,Mgst2,0.39985419286919305,1.1365523596252558,NA,NA,NA,miR-23-3p,ENSMUSG00000074604,A2RST1,211666
chr3,51673354,51673408,55,+,18787,peak84460,RP23-346I1.1,Mgst2,NA,NA,NA,NA,FALSE,NA,exon,RP23-346I1.1 Mgst2,0.1464958394276432,1.1368032235657657,NA,miR-484,"miR-194-5p, miR-141-3p","miR-27-3p, miR-24-3p",NA,A2RST1,NA
chr3,51673576,51673631,56,+,26070,peak84461,RP23-346I1.1,Mgst2,NA,NA,NA,NA,FALSE,NA,exon,RP23-346I1.1 Mgst2,0.02451605246227923,2.193035904352137,NA,NA,NA,NA,NA,A2RST1,NA
chr3,51681825,51681880,56,+,9437,peak84464,Mgst2,Mgst2,NA,NA,Mgst2,Mgst2,FALSE,NA,utr3,Mgst2,0.34611987354731616,0.5695745005314546,NA,NA,NA,miR-200-3p/429-3p,ENSMUSG00000074604,A2RST1,211666
chr3,51682453,51682533,81,+,8309,peak84465,Mgst2,Mgst2,NA,NA,Mgst2,Mgst2,FALSE,NA,utr3,Mgst2,0.11126363532127943,1.1649083583850017,NA,"miR-484, miR-24-3p",NA,miR-103-3p/107-3p,ENSMUSG00000074604,A2RST1,211666
chr3,53464141,53464197,57,+,8947,peak84493,Proser1,NA,Proser1,NA,NA,NA,FALSE,NA,utr5,Proser1,0.8287245650296585,0.13131487032990782,NA,let-7-5p/miR-98-5p,miR-25-3p/32-5p/92-3p/363-3p/367-3p,miR-196-5p,ENSMUSG00000049504,Q5PRE5,212127
chr3,53473478,53473524,47,+,3586,peak84494,Proser1,Proser1,NA,NA,NA,NA,FALSE,NA,exon,Proser1,0.05722666174853673,1.4369696813437391,NA,NA,NA,"miR-362-5p, miR-501-5p",ENSMUSG00000049504,Q5PRE5,212127
chr3,54365901,54365962,62,+,6913,peak84502,Postn,Postn,NA,NA,NA,NA,FALSE,NA,exon,Postn,0.11958893776264758,1.1593220911314035,NA,miR-103-3p/107-3p,NA,miR-148-3p/152-3p,ENSMUSG00000027750,Q62009,50706
chr3,54728532,54728585,54,+,44659,peak84519,Supt20,NA,NA,NA,Supt20,Supt20,FALSE,NA,utr3,Supt20,0.7829525722057868,-0.24645134442882718,NA,miR-200-3p/429-3p,miR-17-5p/20-5p/93-5p/106-5p,"miR-199-3p, miR-132-3p/212-3p",ENSMUSG00000027751 ENSMUSG00000095832,Q7TT00,56790
chr3,55121618,55121670,53,+,11876,peak84523,Spg20,NA,NA,NA,NA,NA,FALSE,NA,exon,Spg20,0.45947237873183455,0.5263336750636535,NA,"miR-192-5p/215-5p, miR-148-3p/152-3p",NA,"miR-130-3p/301-3p, miR-28-3p, miR-361-5p",ENSMUSG00000036580,Q8R1X6,229285
chr3,55136064,55136162,99,+,6873,peak84527,Spg20,NA,NA,Ccdc169,Spg20,NA,FALSE,NA,utr3,Spg20,0.20268506299159475,0.8656997771986952,"miR-130-3p/301-3p, miR-21ac-5p","miR-27-3p, miR-19-3p",NA,NA,ENSMUSG00000036580,Q8R1X6,229285
chr3,57802377,57802427,51,+,3834,peak84534,Rnf13,Rnf13,NA,NA,Rnf13,NA,FALSE,NA,utr3,Rnf13,0.13842111327749712,2.46708829095744,NA,miR-15-5p/16-5p/195-5p/322-5p/497-5p,miR-194-5p,"miR-103-3p/107-3p, miR-200-3p/429-3p",ENSMUSG00000020707 ENSMUSG00000037075 ENSMUSG00000024317 ENSMUSG00000036503,Q9CWS1 Q7TMV1 Q9CQE0 O54965,71956 75841 56515 24017
chr3,58417218,58417271,54,+,12615,peak84538,Tsc22d2,NA,NA,NA,NA,NA,FALSE,NA,exon,Tsc22d2,0.04522203806157198,1.4515519856916088,NA,"miR-193-3p, miR-194-5p","miR-182-5p, miR-96-5p","miR-140-5p, miR-328-3p",ENSMUSG00000027806,E9Q7M2,72033
chr3,58460353,58460408,56,+,11073,peak84547,Tsc22d2,NA,NA,NA,Tsc22d2,Tsc22d2,FALSE,NA,utr3,Tsc22d2,0.11868883578759905,1.2985171321329367,miR-200-3p/429-3p,NA,NA,miR-135ab-5p,ENSMUSG00000027806,E9Q7M2,72033
chr3,58590278,58590325,48,+,9829,peak84560,Selt,Selt,NA,NA,Selt,Selt,FALSE,NA,utr3,Selt,0.27570102823661613,0.8085416430735938,NA,NA,miR-196-5p,NA,ENSMUSG00000075700,P62342,NA
chr3,58590791,58590855,65,+,8194,peak84561,Selt,NA,NA,NA,Selt,Selt,FALSE,NA,utr3,Selt,0.24814988600216048,0.8089494788175804,NA,miR-674-5p,NA,let-7-5p/miR-98-5p,ENSMUSG00000075700,P62342,NA
chr3,58591892,58591950,59,+,6351,peak84563,Selt,NA,NA,NA,Selt,Selt,FALSE,NA,utr3,Selt,0.8046996623832215,0.16639625711645972,NA,NA,NA,miR-25-3p/32-5p/92-3p/363-3p/367-3p,ENSMUSG00000075700,P62342,NA
chr3,60522664,60522724,61,+,10089,peak84584,NA,Mbnl1,NA,NA,NA,NA,FALSE,NA,intron,Mbnl1,0.139786708199812,1.365139542937657,miR-191-5p,NA,NA,"miR-23-3p, miR-186-5p",ENSMUSG00000027763,Q9JKP5,56758
chr3,60528533,60528605,73,+,5802,peak84587,NA,Mbnl1,NA,Mbnl1,NA,NA,FALSE,NA,utr5*,Mbnl1,0.5340699396447087,-0.4998191993473183,NA,NA,NA,NA,ENSMUSG00000027763,Q9JKP5,56758
chr3,60529470,60529577,108,+,6906,peak84594,Mbnl1,Mbnl1,Mbnl1,NA,NA,NA,FALSE,NA,utr5,Mbnl1,0.053804848957128996,1.6604651498910408,NA,NA,NA,"miR-186-5p, miR-186-5p, miR-186-5p",ENSMUSG00000027763,Q9JKP5,56758
chr3,60529720,60529782,63,+,14110,peak84596,Mbnl1,Mbnl1,NA,NA,NA,NA,FALSE,NA,exon,Mbnl1,0.11109728403800981,1.0798150431652571,miR-19-3p,NA,miR-181-5p,"miR-182-5p, miR-96-5p",ENSMUSG00000027763,Q9JKP5,56758
chr3,60603757,60603829,73,+,4199,peak84628,Mbnl1,Mbnl1,NA,NA,NA,NA,FALSE,NA,exon,Mbnl1,0.49197894635137884,-0.5315035897905066,NA,miR-31-5p,NA,miR-484,ENSMUSG00000027763,Q9JKP5,56758
chr3,60626982,60627081,100,+,70656,peak84645,Mbnl1,NA,NA,NA,Mbnl1,Mbnl1,FALSE,NA,utr3,Mbnl1,0.0872358738024256,1.224345459121379,"miR-141-3p, miR-183-5p",NA,miR-200-3p/429-3p,"miR-674-5p, miR-362-5p, miR-501-5p",ENSMUSG00000027763,Q9JKP5,56758
chr3,62460418,62460469,52,+,25100,peak84688,Arhgef26,NA,NA,NA,Arhgef26,NA,FALSE,NA,utr3,Arhgef26,0.022163402500453986,-2.2676538273867837,NA,"miR-135ab-5p, miR-182-5p, miR-17-5p/20-5p/93-5p/106-5p",miR-31-5p,"miR-130-3p/301-3p, miR-21ac-5p, miR-96-5p, miR-31-5p",ENSMUSG00000036885,D3YYY8,622434
chr3,65553599,65553649,51,+,5918,peak84700,Tiparp,NA,NA,NA,Tiparp,NA,FALSE,NA,utr3,Tiparp,0.4007971942624982,0.6257108873892555,NA,NA,miR-221-3p/222-3p,NA,ENSMUSG00000034640,Q8C1B2,99929
chr3,67469476,67469530,55,+,6573,peak84712,Gfm1,NA,NA,NA,NA,NA,FALSE,NA,exon,Gfm1,0.07045461024430448,1.3005414736830605,NA,NA,NA,NA,ENSMUSG00000027774,Q8K0D5,28030
chr3,69222407,69222469,63,+,14524,peak84736,Arl14,NA,Arl14,Arl14,NA,NA,FALSE,NA,utr5,Arl14,0.2188482487582185,0.7606216513813951,miR-17-5p/20-5p/93-5p/106-5p,NA,miR-30-5p/384-5p,NA,ENSMUSG00000098207,Q3SXC5,71619
chr3,69555739,69555803,65,+,9726,peak84742,Ppm1l,NA,NA,NA,Ppm1l,NA,FALSE,NA,utr3,Ppm1l,0.4168016874674104,-0.46179488621404424,miR-96-5p,"miR-182-5p, miR-141-3p","miR-182-5p, miR-484, miR-194-5p","miR-181-5p, miR-96-5p",ENSMUSG00000027784,Q8BHN0,242083
chr3,69730404,69730454,51,+,10266,peak84747,Nmd3,Nmd3,NA,NA,Nmd3,Nmd3,FALSE,NA,utr3,Nmd3,0.11521522707537188,1.0806682198845408,miR-29-3p,NA,NA,miR-141-3p,ENSMUSG00000027787,Q99L48,97112
chr3,83071192,83071243,52,+,9428,peak84764,Plrg1,NA,NA,NA,Plrg1,Plrg1,FALSE,NA,utr3,Plrg1,0.23583108211419804,0.7330934228222986,NA,miR-18-5p,NA,NA,ENSMUSG00000027998,Q922V4,53317
chr3,86080999,86081061,63,+,15482,peak84815,NA,Sh3d19,NA,NA,NA,NA,FALSE,NA,intron,Sh3d19,0.5304958931059532,0.9616555130259747,NA,NA,NA,NA,ENSMUSG00000028082,Q91X43,27059
chr3,86081100,86081145,46,+,5434,peak84816,NA,Sh3d19,NA,NA,NA,NA,FALSE,NA,intron,Sh3d19,0.34592333294200234,0.7419886185808875,NA,NA,NA,NA,ENSMUSG00000028082,Q91X43,27059
chr3,86608393,86608447,55,+,16386,peak84904,Lrba,NA,NA,NA,NA,NA,FALSE,NA,exon,Lrba,0.05079565579591272,1.4447140027184706,NA,let-7-5p/miR-98-5p,let-7-5p/miR-98-5p,miR-196-5p,ENSMUSG00000028080,Q9ESE1,80877
chr3,87920864,87920921,58,+,5317,peak84988,NA,Mrpl24,NA,Mrpl24,NA,NA,FALSE,NA,utr5*,Mrpl24,0.3560857810784652,0.7941493360764339,NA,NA,NA,NA,ENSMUSG00000019710,Q9CQ06,67707
chr3,88146813,88146889,77,+,5007,peak85018,NA,Mef2d,NA,NA,NA,NA,FALSE,NA,intron,Mef2d,0.11034072796954827,1.5911345103489294,NA,NA,NA,NA,ENSMUSG00000001419,Q63943,17261
chr3,88168929,88168993,65,+,8485,peak85034,Mef2d,NA,NA,NA,Mef2d,Mef2d,FALSE,NA,utr3,Mef2d,0.4228077253250744,0.4549462424349856,miR-103-3p/107-3p,miR-19-3p,miR-1198-5p,NA,ENSMUSG00000001419,Q63943,17261
chr3,88169403,88169462,60,+,6410,peak85039,Mef2d,NA,NA,NA,Mef2d,Mef2d,FALSE,NA,utr3,Mef2d,0.3170055576036081,0.5792673782705843,miR-25-3p/32-5p/92-3p/363-3p/367-3p,NA,NA,NA,ENSMUSG00000001419,Q63943,17261
chr3,88313562,88313622,61,+,7290,peak85067,Cct3,NA,NA,NA,NA,NA,FALSE,NA,exon,Cct3,0.20869753896533574,0.8962316388286882,let-7-5p/miR-98-5p,miR-196-5p,miR-328-3p,miR-135ab-5p,ENSMUSG00000001416,P80318,12462
chr3,88328543,88328604,62,+,26097,peak85087,Glmp,NA,NA,NA,Glmp,Glmp,FALSE,NA,utr3,Glmp,0.1513796665581933,1.0719002907837412,NA,miR-132-3p/212-3p,miR-26-5p,miR-205-5p,ENSMUSG00000001418,Q9JHJ3,56700
chr3,88538971,88539069,99,+,8656,peak85104,Mex3a,NA,NA,NA,Mex3a,NA,FALSE,NA,utr3,Mex3a,0.8703797427077777,-0.10906164897404967,"miR-194-5p, miR-132-3p/212-3p",NA,miR-3081-3p,miR-24-3p,ENSMUSG00000074480,G3UYU0,72640
chr3,88588192,88588234,43,+,6665,peak85127,Ssr2,NA,NA,NA,Ssr2,Ssr2,FALSE,NA,utr3,Ssr2,0.26634649631423546,0.734933146256367,NA,NA,NA,"miR-125ab-5p/351-5p, miR-29-3p",ENSMUSG00000041355,Q9CPW5,66256
chr3,88588256,88588309,54,+,8287,peak85128,Ssr2,NA,NA,NA,Ssr2,Ssr2,FALSE,NA,utr3,Ssr2,0.5828342639625826,0.3635032615697962,NA,NA,NA,"miR-378-3p, miR-16-1-3p",ENSMUSG00000041355,Q9CPW5,66256
chr3,88647978,88648026,49,+,4626,peak85148,Arhgef2,NA,NA,NA,Arhgef2,Arhgef2,FALSE,NA,utr3,Arhgef2,0.46547258922102863,0.5323784867373049,let-7-5p/miR-98-5p,miR-196-5p,NA,"miR-22-3p, miR-15-5p/16-5p/195-5p/322-5p/497-5p",ENSMUSG00000036885 ENSMUSG00000028059,Q60875,622434 16800
chr3,88909646,88909710,65,+,8228,peak85181,Gon4l,NA,NA,NA,Gon4l,NA,FALSE,NA,utr3,Gon4l,0.0379547243049531,1.3459684151482876,miR-374b-5p,"miR-185-5p, miR-22-3p",NA,NA,ENSMUSG00000054199,Q9DB00,76022
chr3,88910001,88910064,64,+,26260,peak85185,Gon4l,NA,NA,NA,Gon4l,NA,FALSE,NA,utr3,Gon4l,0.11341574788348804,1.0998513236757008,miR-27-3p,"miR-130-3p/301-3p, miR-17-5p/20-5p/93-5p/106-5p, miR-19-3p",NA,miR-186-5p,ENSMUSG00000054199,Q9DB00,76022
chr3,89078267,89078340,74,+,5930,peak85213,Ash1l,NA,NA,NA,Ash1l,NA,FALSE,NA,utr3,Ash1l,0.8474552113461862,0.13684796936478977,NA,NA,NA,miR-27-3p,ENSMUSG00000028053,Q99MY8,192195
chr3,89448906,89448962,57,+,10238,peak85279,Pbxip1,NA,NA,NA,Pbxip1,NA,FALSE,NA,utr3,Pbxip1,0.16421536756573074,0.8432813796833819,NA,miR-148-3p/152-3p,NA,"miR-130-3p/301-3p, miR-17-5p/20-5p/93-5p/106-5p, miR-140-5p",ENSMUSG00000042613,Q3TVI8,229534
chr3,90083673,90083726,54,+,21475,peak85332,NA,Tpm3,NA,NA,NA,NA,FALSE,NA,intron,Tpm3,0.07757600370466404,1.6920485977330864,NA,"miR-194-5p, miR-139-5p",NA,"miR-221-3p/222-3p, miR-132-3p/212-3p",ENSMUSG00000027940,P21107,59069
chr3,90083849,90083915,67,+,21232,peak85333,NA,Tpm3,NA,NA,NA,NA,FALSE,NA,intron,Tpm3,0.045543541766513554,1.9722612850809518,NA,miR-7-5p,NA,NA,ENSMUSG00000027940,P21107,59069
chr3,90091755,90091823,69,+,8009,peak85341,NA,Tpm3,NA,NA,NA,NA,FALSE,NA,intron,Tpm3,0.03226776532961478,1.7214532349269365,miR-29-3p,miR-7-5p,NA,miR-141-3p,ENSMUSG00000027940,P21107,59069
chr3,90100337,90100408,72,+,30853,peak85352,Tpm3,NA,NA,NA,Tpm3,Tpm3,FALSE,NA,utr3,Tpm3,0.759165514593601,0.23622503967825426,NA,NA,NA,"miR-141-3p, miR-192-5p/215-5p",ENSMUSG00000027940,P21107,59069
chr3,90100607,90100663,57,+,33652,peak85353,Tpm3,NA,NA,NA,Tpm3,Tpm3,FALSE,NA,utr3,Tpm3,0.09161599215112272,1.255312696814365,NA,miR-135ab-5p,NA,NA,ENSMUSG00000027940,P21107,59069
chr3,90249323,90249372,50,+,6397,peak85363,Slc39a1,Slc39a1,NA,NA,NA,NA,FALSE,NA,exon,Slc39a1,0.139786708199812,1.1278083020149705,NA,miR-24-3p,NA,"miR-15-5p/16-5p/195-5p/322-5p/497-5p, miR-328-3p, miR-345-5p",ENSMUSG00000041654 ENSMUSG00000052310,Q8BWY7 Q9JHI9 Q9QZ03,69806 30791
chr3,90252411,90252465,55,+,7667,peak85370,Slc39a1,NA,NA,Crtc2,Slc39a1,NA,FALSE,NA,utr3,Slc39a1,0.2485208566109613,0.8840740711504931,NA,NA,NA,NA,ENSMUSG00000041654 ENSMUSG00000052310,Q8BWY7 Q9JHI9 Q9QZ03,69806 30791
chr3,90263903,90263964,62,+,18550,peak85386,Crtc2,NA,NA,Dennd4b,Crtc2,Crtc2,FALSE,NA,utr3,Crtc2,0.11245191685201932,0.9813587210419088,NA,miR-484,NA,miR-192-5p/215-5p,ENSMUSG00000027936,Q3U182,74343
chr3,90360390,90360451,62,+,19764,peak85416,Gatad2b,NA,NA,NA,Gatad2b,NA,FALSE,NA,utr3,Gatad2b,0.9716741290780624,-0.02530439326114081,miR-25-3p/32-5p/92-3p/363-3p/367-3p,NA,NA,"miR-185-5p, miR-378-3p, miR-181-5p, miR-31-5p",ENSMUSG00000042390,Q8VHR5,229542
chr3,90486855,90486913,59,+,4190,peak85428,Ilf2,Ilf2,NA,NA,NA,NA,FALSE,NA,exon,Ilf2,0.4708406633685626,0.5329129471154865,NA,miR-181-5p,NA,miR-375-3p,ENSMUSG00000001016,Q9CXY6,67781
chr3,90527198,90527277,80,+,18447,peak85437,S100a14,NA,S100a14,NA,NA,NA,FALSE,NA,utr5,S100a14,0.16298908777359936,1.1550572739829132,NA,NA,NA,"miR-18-3p/7069-3p, miR-181a-1-3p/181c-3p",ENSMUSG00000042306,Q9D2Q8,66166
chr3,90528081,90528114,34,+,24884,peak85440,S100a14,NA,NA,NA,NA,NA,FALSE,NA,exon,S100a14,0.021570490840189232,1.8954739219181813,NA,miR-182-5p,NA,miR-96-5p,ENSMUSG00000042306,Q9D2Q8,66166
chr3,90528178,90528230,53,+,754575,peak85441,S100a14,NA,NA,NA,S100a14,NA,FALSE,NA,utr3,S100a14,0.010117630481295109,2.046804902179616,NA,miR-194-5p,NA,miR-141-5p/6769b-3p,ENSMUSG00000042306,Q9D2Q8,66166
chr3,90528290,90528314,25,+,17453,peak85442,S100a14,NA,NA,NA,S100a14,S100a14,FALSE,NA,utr3,S100a14,0.007796203939472066,2.0964706182661637,NA,NA,NA,NA,ENSMUSG00000042306,Q9D2Q8,66166
chr3,90528371,90528424,54,+,164424,peak85443,S100a14,NA,NA,NA,S100a14,S100a14,FALSE,NA,utr3,S100a14,0.0033137233632543847,1.9484185211538574,NA,"miR-125ab-5p/351-5p, miR-28-5p/708-5p",miR-378-3p,NA,ENSMUSG00000042306,Q9D2Q8,66166
chr3,90528553,90528585,33,+,11058,peak85445,S100a14,NA,NA,NA,S100a14,S100a14,FALSE,NA,utr3,S100a14,0.041557396670331,1.503435955620736,NA,NA,miR-30a-3p/30d-3p/30e-3p,NA,ENSMUSG00000042306,Q9D2Q8,66166
chr3,90528618,90528676,59,+,34096,peak85446,S100a14,NA,NA,NA,S100a14,S100a14,FALSE,NA,utr3,S100a14,0.030723793046731587,1.8759482824098621,NA,miR-15-5p/16-5p/195-5p/322-5p/497-5p,miR-671-5p,miR-103-3p/107-3p,ENSMUSG00000042306,Q9D2Q8,66166
chr3,90528721,90528763,43,+,6655,peak85447,S100a14,NA,NA,NA,S100a14,S100a14,FALSE,NA,utr3,S100a14,0.30581914812677236,0.6984216250143959,NA,NA,NA,miR-17-5p/20-5p/93-5p/106-5p,ENSMUSG00000042306,Q9D2Q8,66166
chr3,90542767,90542818,52,+,9383,peak85460,S100a16,NA,NA,NA,S100a16,S100a16,FALSE,NA,utr3,S100a16,0.03244559320260075,1.3902106070613205,NA,NA,NA,miR-139-5p,ENSMUSG00000074457,Q9D708,67860
chr3,90542888,90542941,54,+,49207,peak85461,S100a16,NA,NA,NA,S100a16,S100a16,FALSE,NA,utr3,S100a16,0.010644936533545847,1.9103184760443017,NA,NA,NA,NA,ENSMUSG00000074457,Q9D708,67860
chr3,92289006,92289067,62,+,7780,peak85474,Sprr2a3,NA,NA,NA,Sprr2a3,NA,FALSE,NA,utr3,Sprr2a3,0.7935420028596151,0.17537898703868912,NA,"miR-532-5p, miR-15-5p/16-5p/195-5p/322-5p/497-5p",miR-16-1-3p,miR-103-3p/107-3p,ENSMUSG00000074445,Q4KL71,100042514
chr3,93520513,93520559,47,+,7836,peak85478,S100a11,S100a11,S100a11,NA,NA,NA,FALSE,NA,utr5,S100a11,0.777546875546935,0.7970135579789434,NA,NA,NA,"miR-345-5p, miR-28-5p/708-5p",ENSMUSG00000027907,P50543,20195
chr3,93524045,93524091,47,+,7363,peak85480,S100a11,S100a11,S100a11,S100a11,NA,NA,FALSE,NA,utr5,S100a11,0.8121916116312032,0.6454042533758589,NA,NA,NA,NA,ENSMUSG00000027907,P50543,20195
chr3,93526202,93526265,64,+,41074,peak85491,S100a11,NA,NA,NA,S100a11,NA,FALSE,NA,utr3,S100a11,0.4751281599637661,0.6858783456166679,miR-148-3p/152-3p,miR-24-3p,NA,"miR-218-5p, miR-130-3p/301-3p",ENSMUSG00000027907,P50543,20195
chr3,94864283,94864338,56,+,9695,peak85515,Pogz,NA,NA,NA,NA,NA,FALSE,NA,exon,Pogz,0.27348040982377747,0.6620321331707086,"miR-22-3p, miR-34-5p/449-5p",miR-194-2-3p/6926-5p/7055-5p,NA,miR-18-3p/7069-3p,ENSMUSG00000038902,Q8BZH4,229584
chr3,95006116,95006169,54,+,7647,peak85535,Pi4kb,NA,NA,NA,Pi4kb,Pi4kb,FALSE,NA,utr3,Pi4kb,0.17239088420423626,1.1086040831841786,NA,miR-671-5p,miR-378-3p,NA,ENSMUSG00000038861,Q8BKC8,107650
chr3,95321573,95321628,56,+,6143,peak85587,Cers2,Cers2,NA,NA,NA,NA,FALSE,NA,exon,Cers2,0.3744794423052294,0.6383897430216,NA,miR-200-3p/429-3p,NA,"miR-199-3p, miR-16-2-3p",ENSMUSG00000015714,Q924Z4,76893
chr3,95495868,95495939,72,+,8968,peak85605,Arnt,NA,NA,NA,Arnt,Arnt,FALSE,NA,utr3,Arnt,0.629346526125597,0.40766258046701254,NA,NA,NA,NA,ENSMUSG00000015522,P53762,11863
chr3,95550056,95550121,66,+,16929,peak85618,Ctss,NA,NA,NA,NA,NA,FALSE,NA,exon,Ctss,0.3351868278763645,0.7122563535141366,miR-23-3p,NA,NA,miR-423-5p,ENSMUSG00000038642,O70370,13040
chr3,95609736,95609788,53,+,16027,peak85630,Golph3l,Golph3l,NA,NA,NA,NA,FALSE,NA,exon,Golph3l,0.1920095075656971,0.9516372859726717,miR-24-3p,NA,NA,NA,ENSMUSG00000046519,Q8R088,229593
chr3,95659818,95659880,63,+,9013,peak85663,Mcl1,NA,NA,NA,NA,NA,FALSE,NA,exon,Mcl1,0.49240133875090586,0.43949192437810936,NA,NA,NA,miR-18-3p/7069-3p,ENSMUSG00000038612,P97287,17210
chr3,95660757,95660813,57,+,17411,peak85667,Mcl1,NA,NA,NA,NA,NA,FALSE,NA,exon,Mcl1,0.1910449955676926,0.9794954371332227,NA,miR-15-5p/16-5p/195-5p/322-5p/497-5p,NA,"miR-190-5p, miR-103-3p/107-3p",ENSMUSG00000038612,P97287,17210
chr3,95660836,95660862,27,+,4281,peak85668,Mcl1,NA,NA,NA,Mcl1,NA,FALSE,NA,utr3,Mcl1,0.39426034079563915,0.4297888913816001,NA,NA,NA,NA,ENSMUSG00000038612,P97287,17210
chr3,95660929,95660978,50,+,9804,peak85669,Mcl1,NA,NA,NA,Mcl1,NA,FALSE,NA,utr3,Mcl1,0.45669861753293833,0.478438160413567,NA,"miR-378-3p, miR-139-5p",miR-221-3p/222-3p,miR-199-3p,ENSMUSG00000038612,P97287,17210
chr3,95661000,95661044,45,+,9634,peak85670,Mcl1,NA,NA,NA,Mcl1,NA,FALSE,NA,utr3,Mcl1,0.38413699177991617,0.4715740460211788,NA,NA,NA,NA,ENSMUSG00000038612,P97287,17210
chr3,95661089,95661142,54,+,8286,peak85671,Mcl1,NA,NA,NA,Mcl1,NA,FALSE,NA,utr3,Mcl1,0.3565730992348958,0.6549967338911868,NA,NA,NA,NA,ENSMUSG00000038612,P97287,17210
chr3,95661268,95661354,87,+,12249,peak85673,Mcl1,NA,NA,NA,Mcl1,NA,FALSE,NA,utr3,Mcl1,0.6657161070154137,0.2780799914638051,miR-23-3p,miR-378-3p,NA,"miR-10-5p, miR-205-5p, miR-324-3p, miR-181-5p",ENSMUSG00000038612,P97287,17210
chr3,95661662,95661727,66,+,7367,peak85677,Mcl1,NA,NA,NA,Mcl1,NA,FALSE,NA,utr3,Mcl1,0.4578442968871629,0.4698917171216682,NA,miR-484,NA,"miR-425-5p/489-3p, miR-28-3p, miR-191-5p, miR-153-3p",ENSMUSG00000038612,P97287,17210
chr3,95661835,95661890,56,+,71671,peak85678,Mcl1,NA,NA,NA,Mcl1,NA,FALSE,NA,utr3,Mcl1,0.18475771839059735,1.200691220812917,miR-29-3p,NA,NA,miR-30-5p/384-5p,ENSMUSG00000038612,P97287,17210
chr3,95662522,95662576,55,+,10245,peak85684,Mcl1,NA,NA,NA,Mcl1,NA,FALSE,NA,utr3,Mcl1,0.575392868526948,0.3459736981850891,NA,NA,miR-181-5p,NA,ENSMUSG00000038612,P97287,17210
chr3,95662905,95662956,52,+,5437,peak85688,Mcl1,NA,NA,NA,Mcl1,NA,FALSE,NA,utr3,Mcl1,0.14463733947880245,0.9343343698660374,NA,NA,NA,miR-15-5p/16-5p/195-5p/322-5p/497-5p,ENSMUSG00000038612,P97287,17210
